,Utterance,Label
1852,Welcome… welcome… welcome,non-humor
1853,Thank you.,non-humor
1854,You are looking great.,non-humor
1855,Thanks.,non-humor
1856,"Hey, Urvashi ji has come.",non-humor
1857,Do you know? You are looking so good. Like…,non-humor
1858,A lotus bloomed in this greenery.,non-humor
1859,Thank you.,non-humor
1860,"Urvashi ji, we want to take your interview.",humor
1861,"Yes yes, why not?",humor
1862,Thanks,non-humor
1863,Urvashi ji we want to take your interview.,non-humor
1864,"Yes, yes, why not",non-humor
1865,Keep my luggage in the room.,non-humor
1866,Keep this in the room.,humor
1867,Excuse me.,non-humor
1868,Please. Please take the interview.,non-humor
1869,"Eh, I can take the shot any time.",humor
1870,Yes. Please please.,non-humor
1871,"Spot, put up the chairs.",non-humor
1872,Get her something cold to drink. Get up!,non-humor
1873,Have a seat.,non-humor
1874,Yes.,non-humor
1875,"Urvashi ji, these photos of yours…",non-humor
1876,Have stirred up the whole city.,non-humor
1877,So what do you want to say about this?,non-humor
1878,"You know, I don't even know",non-humor
1879,"Who clicked those photos of mine and how, when?",non-humor
1880,I was just changing in my room and ..,non-humor
1881,"I know, I know.",non-humor
1882,"So, Urvashi ji, will you file a lawsuit on the magazine.",non-humor
1883,"No, no. Absolutely not.",non-humor
1884,"Rather, I would like to thank them.",humor
1885,Why… why?,non-humor
1886,You know,non-humor
1887,They published my pictures in their magazine.,non-humor
1888,I got so much publicity from that.,non-humor
1889,People started recognizing me.,non-humor
1890,Otherwise until yesterday,non-humor
1891,Nobody even asked me to sit.,humor
1892,And now,non-humor
1893,Even directors are offering me their chairs.,non-humor
1894,They welcome me.,non-humor
1895,"So, Urvashi ji, what effect will this picture have on your career?",non-humor
1896,Oh very good.,non-humor
1897,"From this morning only, I have signed some ten films.",humor
1898,Prema ji,non-humor
1899,Who is that girl?,non-humor
1900,Go and see for yourself.,non-humor
1901,"Oh, no no, Prema ji.",non-humor
1902,"I will only see you, won't I. I willl only stay close to you.",humor
1903,Oh ho ho ho!,humor
1904,Shit…,humor
1905,Who is this girl?,non-humor
1906,That's the same girl.,non-humor
1907,This is her?,non-humor
1908,Yes. ,non-humor
1909,Grab this.,humor
1910,"Keshu ji, you too!",humor
1911,"Hello, Urvashi ji.",non-humor
1912,Hi.,non-humor
1913,"Urvashi ji, I have seen your photos.",non-humor
1914,I am speechless. I cannot believer it.,non-humor
1915,What beautiful pictures you have got clicked!,humor
1916,Thank you thank you.,non-humor
1917,Can I come and see?,non-humor
1918,"Hey, Prema! Come inside please.",non-humor
1919,"Hi, Prem.",non-humor
1920,Yeah hi.,non-humor
1921,Urvashi has become a star.,humor
1922,"Yes, Urvashi is just a star. ",non-humor
1923,But you are a superstar. Superstar.,non-humor
1924,Yes I know.,humor
1925,"You are a hero in films, aren't you?",non-humor
1926,Yes I know.,non-humor
1927,"And you beat up villains thoroughly, no?",non-humor
1928,Yes.,non-humor
1929,"And you help those in need, don't you?",humor
1930,Yes…,non-humor
1931,"Please help me too, Prem.",non-humor
1932,"Help you, meaning?",non-humor
1933,Let me explain.,non-humor
1934,"Look, Prem, a superstar like you",non-humor
1935,And an actress like me have so much need for publicity.,non-humor
1936,"Everyday, our news is printed in the newspapers.",non-humor
1937,Our names should be in the headlines.,non-humor
1938,Gossip in the magazine columns.,non-humor
1939,"Photographs, you now.",humor
1940,"Prema, you know…",non-humor
1941,Sometimes at the parties I drink too much and create a ruckus.,humor
1942,Oh good. That's very good.,non-humor
1943,"Do some ruckus with me too, won't you?",humor
1944,With you? Ruckus? I cannot understand anything.,non-humor
1945,"I mean, do a fight with me. Fight fight.",non-humor
1946,Just think of what news will be there in the paper.,non-humor
1947,Superstar Prem,non-humor
1948,And Actress Prema Shalini,non-humor
1949,Have a fantastic quarrel on the set.,humor
1950,"And then, we will both patch-up.",humor
1951,"And then, there will be news again the next day.",non-humor
1952,"That, actress Prema Shalini",non-humor
1953,And superstar Prem's quarrel,non-humor
1954,"Has not turned into love. Think, think.",humor
1955,"Wow! I like it! Great, hey, great.",non-humor
1956,Great Let's Go.,non-humor
1957,"I say Urvashi ji, you should keep getting such pictures clicked.",humor
1958,Why only you? Why just you?,non-humor
1959,Every heroine of the world should get such pictures clicked.,humor
1960,"Write it down, write it down.",humor
1961,"Write write, write it down.",non-humor
1962,All the heroines of the world should get such pictures clicked.,humor
1963,Exactly.,non-humor
1964,"Hey brother, heroines have some duty to their fans.",humor
1965,What do you think of yourself?,non-humor
1966,Wat do you think of yourself!,non-humor
1967,"Excuse me, you may be a star in your own house but not in front of me.",non-humor
1968,"Excuse me, Prema.",non-humor
1969,If you try to speak a single word A B C,non-humor
1970,"I will get you out of the industry, OK?",non-humor
1971,"Oh? You will get me out, what are you the producer's brother?",non-humor
1972,It looks as if you're the friend of the producer.,non-humor
1973,Oh shut up!,non-humor
1974,You shut up!,non-humor
1975,One minute one minute one minute…,non-humor
1976,Keshu ji…,non-humor
1977,"Prema ji, you calm down, you calm down.",humor
1978,"Take a deep breath, take a deep breath.",non-humor
1979,"I will handle it, ok?",non-humor
1980,"Oh, you with a mouth like a potato.",humor
1981,"What will you handle, you Prema ji's lackey?",humor
1982,"Eh, do not call me a lackey, I say!",humor
1983,"So what, do I call you a lid?",humor
1984,"Prema ji, catch it.",non-humor
1985,Did you call me a lid?,non-humor
1986,Let me remove your lid.,non-humor
1987,Oh my god! Keshu ji…,humor
1988,"Doll, doll doll. Come fast doll.",non-humor
1989,"Doll, come fast. Don't be slow.",non-humor
1990,Oh god! What happened?,non-humor
1991,"Oh doll, you and Prem Kumar were acting like love for gossip, weren't you?",non-humor
1992,"For love, right?",non-humor
1993,Yes.,non-humor
1994,Now Keshav Kulkarni has become the hero of the drama,humor
1995,What!,non-humor
1996,"Yes, a photo of you and Keshav Kulkarni has been printed in the newspaper…",non-humor
1997,Show me show me show me…,humor
1998,Completely together.,non-humor
1999,Oh my god!,humor
2000,What a lovely morning!,non-humor
2001,Koki! I am going.,non-humor
2002,"Koki, Koki what is this savagery?",non-humor
2003,"Am I doing the savagery, or are you!",non-humor
2004,"What are you doing, violent woman?",humor
2005,"What am I doing, I'll tell you now what I am doing",non-humor
2006,But what happened?,non-humor
2007,How many times have I explained? Come here.,non-humor
2008,How many times have I explained to you to keep away from Prema Shalini?,non-humor
2009,"Hey but what, do I live in her house?",humor
2010,This? This is the only thing that's left.,non-humor
2011,I have stopped associating with Prema ji because of your nonsense.,non-humor
2012,Oh?,humor
2013,"So, you have no relationship with Prema Shalini?",non-humor
2014,"Relationship, when did you even join us?",humor
2015,Then what is this?,non-humor
2016,What is?,non-humor
2017,The news!,non-humor
2018,Prema Shalini's new hero Keshav Kulkarni.,humor
2019,"That is, me. Stupid woman!",non-humor
2020,Do not forget the photo.,non-humor
2021,This is the day to celebrate the joys.,non-humor
2022,Your husband's name has come in the newspaper.,humor
2023,Shut shut up! I'll go on and read aloud.,non-humor
2024,Read.,non-humor
2025,"Nowadays on the the set of famous actress Prema Shalini, there is a",non-humor
2026,A bespectacled man,humor
2027,Bespectacled?,non-humor
2028,Ok ok and then…,humor
2029,They both leave the shooting and talk sweet nothings for hours.,humor
2030,Sweet nothings? That too with Keshu ji?,humor
2031,It's all written here,non-humor
2032,that he wants Prema Shalini more than his wife.,humor
2033,Shit shit shit how do the newspapermen print such things?,humor
2034,Shit. ,humor
2035,"Shit, there's more written.",non-humor
2036,Prema ji forged a friendship with me because,non-humor
2037,Her husband is an absolute good-for-nothing.,humor
2038,"what? Me, me a good-for-nothing?",humor
2039,"Keshu ji, I will drink your blood.",humor
2040,"Oh first drink water. And read ahead, read ahead.",non-humor
2041,Prema ji also did ssss sss ss...,humor
2042,"What ss ss ss are you doing, read no?",non-humor
2043,We have been informed that Keshu ji's wife is also very insane,non-humor
2044,She is a suspicion and quarrelsome woman.,humor
2045,"I, suspicious? I, quarrelsome?",non-humor
2046,Do I doubt? Do I quarrel?,humor
2047,"No, no.",non-humor
2048,So I will not leave that Prema ji.,humor
2049,Prema ji. Prema!,non-humor
2050,"Keshu ji, I will take your skin off",non-humor
2051,And make shoes with that. Move!,humor
2052,Dil. Dil.,non-humor
2053,"Kiku, come out! Come out!",non-humor
2054,"Dilruba ji, you remain silent, call Prema ji out.",non-humor
2055,"Koki koki, my reputation will be ruined. What will people say?",non-humor
2056,Hey what reputation? What people? Is there anything left to say or hear now?,humor
2057,Hello. You called me a good-for-nothing? I don't like it at all.,humor
2058,"Prema ji, yes. I am quarrelsome.",non-humor
2059,But I quarrel inside my house. What is your problem?,non-humor
2060,You are right.,humor
2061,"I mean, now it is my turn.",non-humor
2062,"Yes, speak.",non-humor
2063,"Keshu ji, you have to ask my forgiveness.",non-humor
2064,"You will have to say sorry, that too in writing.",non-humor
2065,"Oh you with your writing, first learn to read.",humor
2066,"Prema ji, if after today you say anything about me unabashedly",non-humor
2067,"Then there will be no one worse than me, keep that in mind.",humor
2068,"Move move, people are hearing.",non-humor
2069,"Prema ji, I am sorry on her behalf.",non-humor
2070,Hello! And apologize to me too. Why are you apologizing to her?,non-humor
2071,Apologize to me. I am not a good-for-nothing.,non-humor
2072,Good-for-nothing!,humor
2073,"Dil, open the door.",non-humor
2074,"Doll, I am busy. I'm eating a lollipop.",humor
2075,Dil!,non-humor
2076,"Okay, I will go baba.",non-humor
2077,It always has to be me.,non-humor
2078,Who has come now?,non-humor
2079,Yes oh my god! Superstar Prem Kumar ji. Wow!,non-humor
2080,Want to eat a lollipop?,humor
2081,What!,non-humor
2082,"Okay, there was only one anyway.",humor
2083,"Hi, Prem! Come come, come inside.",non-humor
2084,Come come…,non-humor
2085,How are you?,non-humor
2086,"I'm not well, Prema.",non-humor
2087,Not well?,non-humor
2088,You have by doing everything,non-humor
2089,Trashed it.,humor
2090,What me?,non-humor
2091,"You were going to have an affair with me, weren't you?",humor
2092,What what!,non-humor
2093,For the magazines,non-humor
2094,"For publicity, buddy",non-humor
2095,Oh yes yes yes! Right...,non-humor
2096,That friend of yours hit me like anything with the entire unit.,humor
2097,"And because of that,  I'm losing my contract.",non-humor
2098,"Your contract, Prem? I mean, yours too?",humor
2099,The producers is saying,non-humor
2100,That I hit  ten twelve villains at one go in the films,non-humor
2101,That friend of yours washed me out in minutes.,humor
2102,He does not want such a hero he says.,non-humor
2103,"I am so sorry. I am really sorry, Prem.",non-humor
2104,"Forgive me. Sit, sit.",non-humor
2105,"Sit, won't you.",humor
2106,"Yes, sit sit sit sit sit down.",non-humor
2107,"Forgive me, won't you, Prem. I am really sorry.",non-humor
2108,"Forgive will not do the trick, Prema.",non-humor
2109,What else will she have to do?,humor
2110,Tomorrow I have called the media to the set.,humor
2111,"You'll just have to slap him loudly, forcefully in front of them.",non-humor
2112,"That's it, game over.",humor
2113,Oh no no no no…,non-humor
2114,No? Then we will not work for the rest of our lives,humor
2115,Together. Remember.,non-humor
2116,"No no no no… I mean, yes…",humor
2117,No no no no no no…,humor
2118,"Doll, you are beyond belief Doll.",humor
2119,"Go and slap Keshu ji once, won't you.",humor
2120,Hit him loudly!,non-humor
2121,But how will we bring him to the set tomorrow?,non-humor
2122,I'll get him and come.,non-humor
2123,You?,non-humor
2124,"Doll, you do not know.",humor
2125,"In that house, I have more weight than Keku.",non-humor
2126,Oh really?,non-humor
2127,I mean,non-humor
2128,I will request Koki ji,non-humor
2129,That she send Keshu ji to the shooting.,humor
2130,She will listen to me.,non-humor
2131,You have a lot of confidence.,non-humor
2132,Our relationship is somewhat like that.,humor
2133,Dil…,non-humor
2134,Why are you calling Keshu on the set?,non-humor
