,index,Utterance,Label,translated
1306,25,तो मुझे पब्लिक की जुतिया पड़ेगी।,humor,So I will have the potential of the public.
1307,26,शी।,humor,She.
1308,27,डॉल लगता है मेरा हाउस फुल हो गया स्टमक इज़ फुल पेट भर गया।,humor,Doll seems my house is full of stomach.
1309,28,मुझे बहुत नींद आ रही है।,non-humor,I am feeling very sleepy.
1310,29,मैं घर चलता हूं या,humor,I go home or
1311,30,डॉल कल सुबे ब्रेकफास्ट में ना,non-humor,Doll tomorrow in Sube Breakfast
1312,31,मैं फ्रेंच टोस्ट चीज़ सैंडविच,non-humor,I French Toast Cheese Sandwich
1313,32,वड़ा सांभर डोसा मेडु वड़ा।,non-humor,Vada Sambhar Dosa Medu Wada
1314,33,मैं सब खा के ना तुम्हारे पास आऊँगा या,humor,I will come to you or you
1315,34,डॉल गुड नाइट।,humor,Doll Good Knight
1316,35,इह।,humor,Ih
1317,36,भूख हड़ताल। प्रेमा शालिनी जिंदाबाद,humor,hunger strike.Prema Shalini Zindabad
1318,37,शुभ रात्रि।,non-humor,Good night.
1319,38,शुभ रात्रि।,non-humor,Good night.
1320,40,नाइस सारी।,non-humor,Nice all
1321,41,या या।,non-humor,Or or
1322,42,सारी फॉर डिस्टरबेंस।,humor,All for dermans
1323,43,जाओ मिम लो।,non-humor,Jao Mim Low.
1324,44,बाटो आपस में सुख दुख की बातें।,humor,Bato among the things happiness
1325,45,चलो जाओ।,non-humor,Let's go.
1326,46,आपको कोई परेशानी नहीं,non-humor,You have no problem
1327,47,मी वाय,non-humor,I w y
1328,48,मैं भी थोड़ी ना अपने  घर जा रहा हूँ। या,humor,I'm also going to my house too.or
1329,49,बाय।,non-humor,Bye.
1330,51,केशू जी आप।,non-humor,Keshu ji
1331,52,हैलो प्रेमा जी।,non-humor,Hello Prema ji
1332,53,हाउ आर यू प्रेमा जी,humor,How do you love
1333,54,आई एम नॉट गुड औट ऑल,non-humor,I'm not good at all
1334,55,केशू जी। बट थैंक्यू फॉर आस्किंग।,non-humor,Keshu jiButt Thanker for Asking
1335,56,क्यों,non-humor,Why
1336,57,केशू जी,non-humor,Keshu ji
1337,58,अगर मुझे खाना नहीं मिला ना,non-humor,If I did not get food
1338,59,तो मैं भूख के मारे पागल हो जाऊंगी।,non-humor,So I will go crazy for hunger.
1339,60,नहीं नहींनहींनहीं प्रेमा जी  आप पागल मत होना,non-humor,"No, no Prema ji do not be mad"
1340,61,वरना मैं पागल हो जाऊंगा।,humor,Otherwise I will go mad.
1341,62,आईडिया,non-humor,Idea
1342,63,मैं ऐसा करता हूं आपके लिए खाने का इंतजाम करता हूं।,non-humor,I do this for you to eat food.
1343,64,रीयलि,non-humor,Really
1344,65,प्रेमा जी,non-humor,Prema ji
1345,66,एनी स्पेशल डिश,non-humor,Annie Special Dish
1346,67,वाटएवर यू विश।,non-humor,Wataru You Wish
1347,68,वाटएवर आई विश,humor,Watwar ii
1348,69,देन आई विल गेट यू सम फिश।,humor,Doni I'll Gate U Sam Fish
1349,70,केशू जी जल्दी आना।,non-humor,Keshu ji come early
1350,71,केशू जी  अगर फिश ना मिले ना,non-humor,Keshu ji if you did not meet
1351,72,तो मूंगफली लाना। कुछ भी ले आना।,non-humor,Then bring peanuts.Take anything
1352,73,लेकिन जल्दी आना।,humor,But come early
1353,74,डोन्ट यू वरी।,non-humor,DoneT U Vary
1354,76,कोटि रोकी ,humor,Quad
1355,77,क्या,non-humor,What
1356,78,कोटि रोकी ,humor,Quad
1357,79,केशू ।।,non-humor,Keshu ..
1358,80,अरे कौन है,non-humor,Who is it
1359,81,अरे जो भी है रोटी।,humor,Whatever is the bread
1360,82,ला रही हूं ना।,non-humor,I'm not
1361,83,रोकी कोटि क्या है,humor,What is a stop
1362,84,चिंटू बेटा खाना हो गया,non-humor,Chintoo's son got food
1363,85,तो यहाँ क्यों बैठा है,non-humor,So why are you sitting here
1364,86,मेरा घर है।,humor,my house is.
1365,87,जा जाके मम्मी को बोल रोटी चाहिए पापा को। जा।,non-humor,Go to the mother should go to Papa.Go.
1366,88,मम्मी,non-humor,Mummy
1367,89,उधर जा के बोल। तेरा घर है। जा।,humor,Want to go there.Is your house.Go.
1368,90,म्ममी ,non-humor,Mummy
1369,91,हाँ।,non-humor,Yes.
1370,92,पापा को और रोटियाँ चाहिए।,non-humor,Papa needs more rotis.
1371,93,क्या,non-humor,What
1372,94,केशू,non-humor,Keshu
1373,95,क्या हुआ,non-humor,What happened
1374,96,मस्त।,humor,Easy Going.
1375,97,ए तुमने दोपहर को खाना नहीं खाया था क्या,non-humor,You did not eat afternoon
1376,98,नही खाया था बरोबर खाया था।,non-humor,Did not eat Barobi had eaten.
1377,99,तो फिर ऐसे कैसे भूख लगी तुम्हें,non-humor,Then how do you feel hungry
1378,100,ये 12 वीं रोटी है तुम्हारी।,humor,This is the 12th bread.
1379,101,कोकी,non-humor,Koki
1380,102,तुम मेरी रोटियां गिन रही हो,non-humor,You are counting my roti
