,index,Utterance,Label
1561,287,झूठी!,non-humor
1562,288,तुम्हारी भूख हड़ताल तो कल ही शुरू हुई है।,humor
1563,289,क्या मतलब?,non-humor
1564,290,रहने दो! मैं सब कुछ जानता हूं।,non-humor
1565,291,"वो केशू जी, आ रहे थे ना यहां पर रोज डेली",humor
1566,292,जेबें भर भर के तुम्हारे लिए खाना लेकर।।,non-humor
1567,293,"उनकी चोरी भी कल पकड़ी गई, दिल।",non-humor
1568,294,"लेकिन फिकर नॉट, डॉल।",non-humor
1569,295,तुम्हारी ये भूख हड़ताल का अनशन का आखरी दिन होगा  आज।,humor
1570,296,कैसे?,non-humor
1571,297,डू यू नो ये सब लोग कहां गए हैं?,non-humor
1572,298,कहाँ?,non-humor
1573,299,अपने लीडर से मिलने के लिए,non-humor
1574,300,उनसे बात करने के लिए।,non-humor
1575,301,नेता जी आते ही होंगे जूस लेकर।,non-humor
1576,302,तुम्हे! पिलाने के लिए।,non-humor
1577,303,जूस! कैसा होता है?,humor
1578,304,मीठा मीठा..,humor
1579,305,ठंडा ठंडा .. कब आएगा?,humor
1580,306,जूस या लीडर?,humor
1581,307,दोनों!,non-humor
1582,308,"विजय, जूस आ गया?",non-humor
1583,309,"मेरा मतलब है, लीडर आ गया?",humor
1584,310,नहीं मैडम जी। नहीं आया।,non-humor
1585,311,क्यों?,non-humor
1586,312,वो क्या है मंत्री जी चुनाव के सिलसिले में  दिल्ली चले गए।,non-humor
1587,313,ओ नो!,non-humor
1588,314,प्रेमा जी अब हमे लगता है कि आपको ये अपना भूख हड़ताल एक दो दिन और जारी रखना पड़ेगा।,non-humor
1589,315,ओ नो!,humor
1590,316,पाय लागू! अब हम चलते हैं।,non-humor
1591,317,विजय लागूं!,humor
1592,318,चलो।,non-humor
1593,319,दिल!,non-humor
1594,320,"या, डॉल?",non-humor
1595,321,अब ये भूख बर्दाश्त नहीं होती।,non-humor
1596,322,तुम ठीक कह रही हो।,non-humor
1597,323,यहां तक ​​कि मुझसे भी अब भूखे बर्दाश्त नहीं होती तुम्हारी।,non-humor
1598,324,"लेकिन ऐसे समय, क्या है ना इन्सान को हिम्मत से काम लेना चाहिए।",humor
1599,325,ऐसे।,non-humor
1600,327,"कुलकर्णी, तू इतनी मस्त 'पनीर की भूरजी' क्यों नहीं खा रहा?",non-humor
1601,328,"कमाल करता है गोखले, वहां प्रेमा जी भूखी हैं",non-humor
1602,329,और मैं पनीर की सब्जी खाऊ!,non-humor
1603,330,सोच और सोच..,humor
1604,331,"नहीं नहीं, नेवर!",humor
1605,332,ठीक है। तेरी मर्जी।,non-humor
1606,333,"वैसे, प्रेमा जी अपनी हड़ताल क्यों नहीं तोड़ रही?",non-humor
1607,334,वो लीडर की वजह से।,non-humor
1608,335,"वो, झोपड़ पट्टी की मांगे पूरी करने वाला जो लीडर है",non-humor
1609,336,दिल्ली चला गया है।,non-humor
1610,337,"कोई क्या करे, गोखले ।। कोई क्या करे",non-humor
1611,338,"आइडिया, कुलकर्णी ।। आइडिया",non-humor
1612,339,इतना जल्दी!,humor
1613,340,तू प्रेमा जी को जाकर बोल लीडर आ रहा है।,non-humor
1614,341,लीडर तू बनेगा?,non-humor
1615,342,"नहीं, अपना बॉस!",humor
1616,343,वो गोलगप्पा लीडर बनेगा?,non-humor
1617,344,प्रेमा जी के लिए वो चपरासी भी बनेगा।,non-humor
1618,345,थर्ड क्लास..,humor
1619,347,"प्लीज प्लीज प्लीज, सर ..",non-humor
1620,348,वॉट नॉनसेंस!,non-humor
1621,349,प्लीज सर प्लीज..,non-humor
1622,350,"सर, प्रेमा जी की जिंदगी और मौत का सवाल है।",non-humor
1623,351,"सर, आप प्रेमा जी को मौसमी का जूस पिलाना चाहते थे।",non-humor
1624,352,अरे पर मैं लीडर लगता हूं क्या ?,non-humor
1625,353,"सर, आप लीडर ही लगते हैं।",humor
1626,354,"मतलब सर, आप में वे सारी खुबियां हैं जो एक लीडर में होनी चाहिए।",non-humor
